h_m_s,transaction_spread
2019-04-04 09:33:58,
2019-04-04 09:33:59,
2019-04-04 09:34:00,
2019-04-04 09:34:01,
2019-04-04 09:34:02,
2019-04-04 09:34:03,
2019-04-04 09:34:04,
2019-04-04 09:34:05,
2019-04-04 09:34:06,
2019-04-04 09:34:07,
2019-04-04 09:34:08,
2019-04-04 09:34:09,
2019-04-04 09:34:10,
2019-04-04 09:34:11,
2019-04-04 09:34:12,
2019-04-04 09:34:13,
2019-04-04 09:34:14,
2019-04-04 09:34:15,
2019-04-04 09:34:16,
2019-04-04 09:34:17,
2019-04-04 09:34:18,
2019-04-04 09:34:19,
2019-04-04 09:34:20,
2019-04-04 09:34:21,
2019-04-04 09:34:22,
2019-04-04 09:34:23,
2019-04-04 09:34:24,
2019-04-04 09:34:25,
2019-04-04 09:34:26,
2019-04-04 09:34:27,
2019-04-04 09:34:28,
2019-04-04 09:34:29,
2019-04-04 09:34:30,
2019-04-04 09:34:31,
2019-04-04 09:34:32,
2019-04-04 09:34:33,
2019-04-04 09:34:34,
2019-04-04 09:34:35,
2019-04-04 09:34:36,
2019-04-04 09:34:37,
2019-04-04 09:34:38,
2019-04-04 09:34:39,
2019-04-04 09:34:40,
2019-04-04 09:34:41,
2019-04-04 09:34:42,
2019-04-04 09:34:43,
2019-04-04 09:34:44,
2019-04-04 09:34:45,
2019-04-04 09:34:46,
2019-04-04 09:34:47,
2019-04-04 09:34:48,
2019-04-04 09:34:49,
2019-04-04 09:34:50,
2019-04-04 09:34:51,
2019-04-04 09:34:52,
2019-04-04 09:34:53,
2019-04-04 09:34:54,
2019-04-04 09:34:55,
2019-04-04 09:34:56,
2019-04-04 09:34:57,
2019-04-04 09:34:58,
2019-04-04 09:34:59,
2019-04-04 09:35:00,
2019-04-04 09:35:01,
2019-04-04 09:35:02,
2019-04-04 09:35:03,
2019-04-04 09:35:04,
2019-04-04 09:35:05,
2019-04-04 09:35:06,
2019-04-04 09:35:07,
2019-04-04 09:35:08,
2019-04-04 09:35:09,
2019-04-04 09:35:10,
2019-04-04 09:35:11,
2019-04-04 09:35:12,
2019-04-04 09:35:13,
2019-04-04 09:35:14,
2019-04-04 09:35:15,
2019-04-04 09:35:16,
2019-04-04 09:35:17,
2019-04-04 09:35:18,
2019-04-04 09:35:19,
2019-04-04 09:35:20,
2019-04-04 09:35:21,
2019-04-04 09:35:22,
2019-04-04 09:35:23,
2019-04-04 09:35:24,
2019-04-04 09:35:25,
2019-04-04 09:35:26,
2019-04-04 09:35:27,
2019-04-04 09:35:28,
2019-04-04 09:35:29,
2019-04-04 09:35:30,
2019-04-04 09:35:31,
2019-04-04 09:35:32,
2019-04-04 09:35:33,
2019-04-04 09:35:34,
2019-04-04 09:35:35,
2019-04-04 09:35:36,
2019-04-04 09:35:37,
2019-04-04 09:35:38,
2019-04-04 09:35:39,
2019-04-04 09:35:40,
2019-04-04 09:35:41,
2019-04-04 09:35:42,
2019-04-04 09:35:43,
2019-04-04 09:35:44,
2019-04-04 09:35:45,
2019-04-04 09:35:46,
2019-04-04 09:35:47,
2019-04-04 09:35:48,
2019-04-04 09:35:49,
2019-04-04 09:35:50,
2019-04-04 09:35:51,
2019-04-04 09:35:52,
2019-04-04 09:35:53,
2019-04-04 09:35:54,
2019-04-04 09:35:55,
2019-04-04 09:35:56,
2019-04-04 09:35:57,
2019-04-04 09:35:58,
2019-04-04 09:35:59,
2019-04-04 09:36:00,
2019-04-04 09:36:01,
2019-04-04 09:36:02,
2019-04-04 09:36:03,
2019-04-04 09:36:04,
2019-04-04 09:36:05,
2019-04-04 09:36:06,
2019-04-04 09:36:07,
2019-04-04 09:36:08,
2019-04-04 09:36:09,
2019-04-04 09:36:10,
2019-04-04 09:36:11,
2019-04-04 09:36:12,
2019-04-04 09:36:13,
2019-04-04 09:36:14,
2019-04-04 09:36:15,
2019-04-04 09:36:16,
2019-04-04 09:36:17,
2019-04-04 09:36:18,
2019-04-04 09:36:19,
2019-04-04 09:36:20,
2019-04-04 09:36:21,
2019-04-04 09:36:22,
2019-04-04 09:36:23,
2019-04-04 09:36:24,
2019-04-04 09:36:25,
2019-04-04 09:36:26,
2019-04-04 09:36:27,
2019-04-04 09:36:28,
2019-04-04 09:36:29,
2019-04-04 09:36:30,
2019-04-04 09:36:31,
2019-04-04 09:36:32,
2019-04-04 09:36:33,
2019-04-04 09:36:34,
2019-04-04 09:36:35,
2019-04-04 09:36:36,
2019-04-04 09:36:37,
2019-04-04 09:36:38,
2019-04-04 09:36:39,
2019-04-04 09:36:40,
2019-04-04 09:36:41,
2019-04-04 09:36:42,
2019-04-04 09:36:43,
2019-04-04 09:36:44,
2019-04-04 09:36:45,
2019-04-04 09:36:46,
2019-04-04 09:36:47,
2019-04-04 09:36:48,
2019-04-04 09:36:49,
2019-04-04 09:36:50,
2019-04-04 09:36:51,
2019-04-04 09:36:52,
2019-04-04 09:36:53,
2019-04-04 09:36:54,
2019-04-04 09:36:55,
2019-04-04 09:36:56,
2019-04-04 09:36:57,
2019-04-04 09:36:58,
2019-04-04 09:36:59,
2019-04-04 09:37:00,
2019-04-04 09:37:01,
2019-04-04 09:37:02,
2019-04-04 09:37:03,
2019-04-04 09:37:04,
2019-04-04 09:37:05,
2019-04-04 09:37:06,
2019-04-04 09:37:07,
2019-04-04 09:37:08,
2019-04-04 09:37:09,
2019-04-04 09:37:10,
2019-04-04 09:37:11,
2019-04-04 09:37:12,
2019-04-04 09:37:13,
2019-04-04 09:37:14,
2019-04-04 09:37:15,
2019-04-04 09:37:16,
2019-04-04 09:37:17,
2019-04-04 09:37:18,
2019-04-04 09:37:19,
2019-04-04 09:37:20,
2019-04-04 09:37:21,
2019-04-04 09:37:22,
2019-04-04 09:37:23,
2019-04-04 09:37:24,
2019-04-04 09:37:25,
2019-04-04 09:37:26,
2019-04-04 09:37:27,
2019-04-04 09:37:28,
2019-04-04 09:37:29,
2019-04-04 09:37:30,
2019-04-04 09:37:31,
2019-04-04 09:37:32,
2019-04-04 09:37:33,
2019-04-04 09:37:34,
2019-04-04 09:37:35,
2019-04-04 09:37:36,
2019-04-04 09:37:37,
2019-04-04 09:37:38,
2019-04-04 09:37:39,
2019-04-04 09:37:40,
2019-04-04 09:37:41,
2019-04-04 09:37:42,
2019-04-04 09:37:43,
2019-04-04 09:37:44,
2019-04-04 09:37:45,
2019-04-04 09:37:46,
2019-04-04 09:37:47,
2019-04-04 09:37:48,
2019-04-04 09:37:49,
2019-04-04 09:37:50,
2019-04-04 09:37:51,
2019-04-04 09:37:52,
2019-04-04 09:37:53,
2019-04-04 09:37:54,
2019-04-04 09:37:55,
2019-04-04 09:37:56,
2019-04-04 09:37:57,
2019-04-04 09:37:58,
2019-04-04 09:37:59,
2019-04-04 09:38:00,
2019-04-04 09:38:01,
2019-04-04 09:38:02,
2019-04-04 09:38:03,
2019-04-04 09:38:04,
2019-04-04 09:38:05,
2019-04-04 09:38:06,
2019-04-04 09:38:07,
2019-04-04 09:38:08,
2019-04-04 09:38:09,
2019-04-04 09:38:10,
2019-04-04 09:38:11,
2019-04-04 09:38:12,
2019-04-04 09:38:13,
2019-04-04 09:38:14,
2019-04-04 09:38:15,
2019-04-04 09:38:16,
2019-04-04 09:38:17,
2019-04-04 09:38:18,
2019-04-04 09:38:19,
2019-04-04 09:38:20,
2019-04-04 09:38:21,
2019-04-04 09:38:22,
2019-04-04 09:38:23,
2019-04-04 09:38:24,
2019-04-04 09:38:25,
2019-04-04 09:38:26,
2019-04-04 09:38:27,
2019-04-04 09:38:28,
2019-04-04 09:38:29,
2019-04-04 09:38:30,
2019-04-04 09:38:31,
2019-04-04 09:38:32,
2019-04-04 09:38:33,
2019-04-04 09:38:34,
2019-04-04 09:38:35,
2019-04-04 09:38:36,
2019-04-04 09:38:37,
2019-04-04 09:38:38,
2019-04-04 09:38:39,
2019-04-04 09:38:40,
2019-04-04 09:38:41,
2019-04-04 09:38:42,
2019-04-04 09:38:43,
2019-04-04 09:38:44,
2019-04-04 09:38:45,
2019-04-04 09:38:46,
2019-04-04 09:38:47,
2019-04-04 09:38:48,
2019-04-04 09:38:49,
2019-04-04 09:38:50,
2019-04-04 09:38:51,
2019-04-04 09:38:52,
2019-04-04 09:38:53,
2019-04-04 09:38:54,
2019-04-04 09:38:55,
2019-04-04 09:38:56,
2019-04-04 09:38:57,
2019-04-04 09:38:58,
2019-04-04 09:38:59,
2019-04-04 09:39:00,
2019-04-04 09:39:01,
2019-04-04 09:39:02,
2019-04-04 09:39:03,
2019-04-04 09:39:04,
2019-04-04 09:39:05,
2019-04-04 09:39:06,
2019-04-04 09:39:07,
2019-04-04 09:39:08,
2019-04-04 09:39:09,
2019-04-04 09:39:10,
2019-04-04 09:39:11,
2019-04-04 09:39:12,
2019-04-04 09:39:13,
2019-04-04 09:39:14,
2019-04-04 09:39:15,
2019-04-04 09:39:16,
2019-04-04 09:39:17,
2019-04-04 09:39:18,
2019-04-04 09:39:19,
2019-04-04 09:39:20,
2019-04-04 09:39:21,
2019-04-04 09:39:22,
2019-04-04 09:39:23,
2019-04-04 09:39:24,
2019-04-04 09:39:25,
2019-04-04 09:39:26,
2019-04-04 09:39:27,
2019-04-04 09:39:28,
2019-04-04 09:39:29,
2019-04-04 09:39:30,
2019-04-04 09:39:31,
2019-04-04 09:39:32,
2019-04-04 09:39:33,
2019-04-04 09:39:34,
2019-04-04 09:39:35,
2019-04-04 09:39:36,
2019-04-04 09:39:37,
2019-04-04 09:39:38,
2019-04-04 09:39:39,
2019-04-04 09:39:40,
2019-04-04 09:39:41,
2019-04-04 09:39:42,
2019-04-04 09:39:43,
2019-04-04 09:39:44,
2019-04-04 09:39:45,
2019-04-04 09:39:46,
2019-04-04 09:39:47,
2019-04-04 09:39:48,
2019-04-04 09:39:49,
2019-04-04 09:39:50,
2019-04-04 09:39:51,
2019-04-04 09:39:52,
2019-04-04 09:39:53,
2019-04-04 09:39:54,
2019-04-04 09:39:55,
2019-04-04 09:39:56,
2019-04-04 09:39:57,
2019-04-04 09:39:58,
2019-04-04 09:39:59,
2019-04-04 09:40:00,
2019-04-04 09:40:01,
2019-04-04 09:40:02,
2019-04-04 09:40:03,
2019-04-04 09:40:04,
2019-04-04 09:40:05,
2019-04-04 09:40:06,
2019-04-04 09:40:07,
2019-04-04 09:40:08,
2019-04-04 09:40:09,
2019-04-04 09:40:10,
2019-04-04 09:40:11,
2019-04-04 09:40:12,
2019-04-04 09:40:13,
2019-04-04 09:40:14,
2019-04-04 09:40:15,
2019-04-04 09:40:16,
2019-04-04 09:40:17,
2019-04-04 09:40:18,
2019-04-04 09:40:19,
2019-04-04 09:40:20,
2019-04-04 09:40:21,
2019-04-04 09:40:22,
2019-04-04 09:40:23,
2019-04-04 09:40:24,
2019-04-04 09:40:25,
2019-04-04 09:40:26,
2019-04-04 09:40:27,
2019-04-04 09:40:28,
2019-04-04 09:40:29,
2019-04-04 09:40:30,
2019-04-04 09:40:31,
2019-04-04 09:40:32,
2019-04-04 09:40:33,
2019-04-04 09:40:34,
2019-04-04 09:40:35,
2019-04-04 09:40:36,
2019-04-04 09:40:37,
2019-04-04 09:40:38,
2019-04-04 09:40:39,
2019-04-04 09:40:40,
2019-04-04 09:40:41,
2019-04-04 09:40:42,
2019-04-04 09:40:43,
2019-04-04 09:40:44,
2019-04-04 09:40:45,
2019-04-04 09:40:46,
2019-04-04 09:40:47,
2019-04-04 09:40:48,
2019-04-04 09:40:49,
2019-04-04 09:40:50,
2019-04-04 09:40:51,
2019-04-04 09:40:52,
2019-04-04 09:40:53,
2019-04-04 09:40:54,
2019-04-04 09:40:55,
2019-04-04 09:40:56,
2019-04-04 09:40:57,
2019-04-04 09:40:58,
2019-04-04 09:40:59,
2019-04-04 09:41:00,
2019-04-04 09:41:01,
2019-04-04 09:41:02,
2019-04-04 09:41:03,
2019-04-04 09:41:04,
2019-04-04 09:41:05,
2019-04-04 09:41:06,
2019-04-04 09:41:07,
2019-04-04 09:41:08,
2019-04-04 09:41:09,
2019-04-04 09:41:10,
2019-04-04 09:41:11,
2019-04-04 09:41:12,
2019-04-04 09:41:13,
2019-04-04 09:41:14,
2019-04-04 09:41:15,
2019-04-04 09:41:16,
2019-04-04 09:41:17,
2019-04-04 09:41:18,
2019-04-04 09:41:19,
2019-04-04 09:41:20,
2019-04-04 09:41:21,
2019-04-04 09:41:22,
2019-04-04 09:41:23,
2019-04-04 09:41:24,
2019-04-04 09:41:25,
2019-04-04 09:41:26,
2019-04-04 09:41:27,
2019-04-04 09:41:28,
2019-04-04 09:41:29,
2019-04-04 09:41:30,
2019-04-04 09:41:31,
2019-04-04 09:41:32,
2019-04-04 09:41:33,
2019-04-04 09:41:34,
2019-04-04 09:41:35,
2019-04-04 09:41:36,
2019-04-04 09:41:37,
2019-04-04 09:41:38,
2019-04-04 09:41:39,
2019-04-04 09:41:40,
2019-04-04 09:41:41,
2019-04-04 09:41:42,
2019-04-04 09:41:43,
2019-04-04 09:41:44,
2019-04-04 09:41:45,
2019-04-04 09:41:46,
2019-04-04 09:41:47,
2019-04-04 09:41:48,
2019-04-04 09:41:49,
2019-04-04 09:41:50,
2019-04-04 09:41:51,
2019-04-04 09:41:52,
2019-04-04 09:41:53,
2019-04-04 09:41:54,
2019-04-04 09:41:55,
2019-04-04 09:41:56,
2019-04-04 09:41:57,
2019-04-04 09:41:58,
2019-04-04 09:41:59,
2019-04-04 09:42:00,
2019-04-04 09:42:01,
2019-04-04 09:42:02,
2019-04-04 09:42:03,
2019-04-04 09:42:04,
2019-04-04 09:42:05,
2019-04-04 09:42:06,
2019-04-04 09:42:07,
2019-04-04 09:42:08,
2019-04-04 09:42:09,
2019-04-04 09:42:10,
2019-04-04 09:42:11,
2019-04-04 09:42:12,
2019-04-04 09:42:13,
2019-04-04 09:42:14,
2019-04-04 09:42:15,
2019-04-04 09:42:16,
2019-04-04 09:42:17,
2019-04-04 09:42:18,
2019-04-04 09:42:19,
2019-04-04 09:42:20,
2019-04-04 09:42:21,
2019-04-04 09:42:22,
2019-04-04 09:42:23,
2019-04-04 09:42:24,
2019-04-04 09:42:25,
2019-04-04 09:42:26,
2019-04-04 09:42:27,
2019-04-04 09:42:28,
2019-04-04 09:42:29,
2019-04-04 09:42:30,
2019-04-04 09:42:31,
2019-04-04 09:42:32,
2019-04-04 09:42:33,
2019-04-04 09:42:34,
2019-04-04 09:42:35,
2019-04-04 09:42:36,
2019-04-04 09:42:37,
2019-04-04 09:42:38,
2019-04-04 09:42:39,
2019-04-04 09:42:40,
2019-04-04 09:42:41,
2019-04-04 09:42:42,
2019-04-04 09:42:43,
2019-04-04 09:42:44,
2019-04-04 09:42:45,
2019-04-04 09:42:46,
2019-04-04 09:42:47,
2019-04-04 09:42:48,
2019-04-04 09:42:49,
2019-04-04 09:42:50,
2019-04-04 09:42:51,
2019-04-04 09:42:52,
2019-04-04 09:42:53,
2019-04-04 09:42:54,
2019-04-04 09:42:55,
2019-04-04 09:42:56,
2019-04-04 09:42:57,
2019-04-04 09:42:58,
2019-04-04 09:42:59,
2019-04-04 09:43:00,
2019-04-04 09:43:01,
2019-04-04 09:43:02,
2019-04-04 09:43:03,
2019-04-04 09:43:04,
2019-04-04 09:43:05,
2019-04-04 09:43:06,
2019-04-04 09:43:07,
2019-04-04 09:43:08,
2019-04-04 09:43:09,
2019-04-04 09:43:10,
2019-04-04 09:43:11,
2019-04-04 09:43:12,
2019-04-04 09:43:13,
2019-04-04 09:43:14,
2019-04-04 09:43:15,
2019-04-04 09:43:16,
2019-04-04 09:43:17,
2019-04-04 09:43:18,
2019-04-04 09:43:19,
2019-04-04 09:43:20,
2019-04-04 09:43:21,
2019-04-04 09:43:22,
2019-04-04 09:43:23,
2019-04-04 09:43:24,
2019-04-04 09:43:25,
2019-04-04 09:43:26,
2019-04-04 09:43:27,
2019-04-04 09:43:28,
2019-04-04 09:43:29,
2019-04-04 09:43:30,
2019-04-04 09:43:31,
2019-04-04 09:43:32,
2019-04-04 09:43:33,
2019-04-04 09:43:34,
2019-04-04 09:43:35,
2019-04-04 09:43:36,
2019-04-04 09:43:37,
2019-04-04 09:43:38,
2019-04-04 09:43:39,
2019-04-04 09:43:40,
2019-04-04 09:43:41,
2019-04-04 09:43:42,
2019-04-04 09:43:43,
2019-04-04 09:43:44,
2019-04-04 09:43:45,
2019-04-04 09:43:46,
2019-04-04 09:43:47,
2019-04-04 09:43:48,
2019-04-04 09:43:49,
2019-04-04 09:43:50,
2019-04-04 09:43:51,
2019-04-04 09:43:52,
2019-04-04 09:43:53,
2019-04-04 09:43:54,
2019-04-04 09:43:55,
2019-04-04 09:43:56,
2019-04-04 09:43:57,
2019-04-04 09:43:58,
2019-04-04 09:43:59,
2019-04-04 09:44:00,
2019-04-04 09:44:01,
2019-04-04 09:44:02,
2019-04-04 09:44:03,
2019-04-04 09:44:04,
2019-04-04 09:44:05,
2019-04-04 09:44:06,
2019-04-04 09:44:07,
2019-04-04 09:44:08,
2019-04-04 09:44:09,
2019-04-04 09:44:10,
2019-04-04 09:44:11,
2019-04-04 09:44:12,
2019-04-04 09:44:13,
2019-04-04 09:44:14,
2019-04-04 09:44:15,
2019-04-04 09:44:16,
2019-04-04 09:44:17,
2019-04-04 09:44:18,
2019-04-04 09:44:19,
2019-04-04 09:44:20,
2019-04-04 09:44:21,
2019-04-04 09:44:22,
2019-04-04 09:44:23,
2019-04-04 09:44:24,
2019-04-04 09:44:25,
2019-04-04 09:44:26,
2019-04-04 09:44:27,
2019-04-04 09:44:28,
2019-04-04 09:44:29,
2019-04-04 09:44:30,
2019-04-04 09:44:31,
2019-04-04 09:44:32,
2019-04-04 09:44:33,
2019-04-04 09:44:34,
2019-04-04 09:44:35,
2019-04-04 09:44:36,
2019-04-04 09:44:37,
2019-04-04 09:44:38,
2019-04-04 09:44:39,
2019-04-04 09:44:40,
2019-04-04 09:44:41,
2019-04-04 09:44:42,
2019-04-04 09:44:43,
2019-04-04 09:44:44,
2019-04-04 09:44:45,
2019-04-04 09:44:46,
2019-04-04 09:44:47,
2019-04-04 09:44:48,
2019-04-04 09:44:49,
2019-04-04 09:44:50,
2019-04-04 09:44:51,
2019-04-04 09:44:52,
2019-04-04 09:44:53,
2019-04-04 09:44:54,
2019-04-04 09:44:55,
2019-04-04 09:44:56,
2019-04-04 09:44:57,
2019-04-04 09:44:58,
2019-04-04 09:44:59,
2019-04-04 09:45:00,
2019-04-04 09:45:01,
2019-04-04 09:45:02,
2019-04-04 09:45:03,
2019-04-04 09:45:04,
2019-04-04 09:45:05,
2019-04-04 09:45:06,
2019-04-04 09:45:07,
2019-04-04 09:45:08,
2019-04-04 09:45:09,
2019-04-04 09:45:10,
2019-04-04 09:45:11,
2019-04-04 09:45:12,
2019-04-04 09:45:13,
2019-04-04 09:45:14,
2019-04-04 09:45:15,
2019-04-04 09:45:16,
2019-04-04 09:45:17,
2019-04-04 09:45:18,
2019-04-04 09:45:19,
2019-04-04 09:45:20,
2019-04-04 09:45:21,
2019-04-04 09:45:22,
2019-04-04 09:45:23,
2019-04-04 09:45:24,
2019-04-04 09:45:25,
2019-04-04 09:45:26,
2019-04-04 09:45:27,
2019-04-04 09:45:28,
2019-04-04 09:45:29,
2019-04-04 09:45:30,
2019-04-04 09:45:31,
2019-04-04 09:45:32,
2019-04-04 09:45:33,
2019-04-04 09:45:34,
2019-04-04 09:45:35,
2019-04-04 09:45:36,
2019-04-04 09:45:37,
2019-04-04 09:45:38,
2019-04-04 09:45:39,
2019-04-04 09:45:40,
2019-04-04 09:45:41,
2019-04-04 09:45:42,
2019-04-04 09:45:43,
2019-04-04 09:45:44,
2019-04-04 09:45:45,
2019-04-04 09:45:46,
2019-04-04 09:45:47,
2019-04-04 09:45:48,
2019-04-04 09:45:49,
2019-04-04 09:45:50,
2019-04-04 09:45:51,
2019-04-04 09:45:52,
2019-04-04 09:45:53,
2019-04-04 09:45:54,
2019-04-04 09:45:55,
2019-04-04 09:45:56,
2019-04-04 09:45:57,
2019-04-04 09:45:58,
2019-04-04 09:45:59,
2019-04-04 09:46:00,
2019-04-04 09:46:01,
2019-04-04 09:46:02,
2019-04-04 09:46:03,
2019-04-04 09:46:04,
2019-04-04 09:46:05,
2019-04-04 09:46:06,
2019-04-04 09:46:07,
2019-04-04 09:46:08,
2019-04-04 09:46:09,
2019-04-04 09:46:10,
2019-04-04 09:46:11,
2019-04-04 09:46:12,
2019-04-04 09:46:13,
2019-04-04 09:46:14,
2019-04-04 09:46:15,
2019-04-04 09:46:16,
2019-04-04 09:46:17,
2019-04-04 09:46:18,
2019-04-04 09:46:19,
2019-04-04 09:46:20,
2019-04-04 09:46:21,
2019-04-04 09:46:22,
2019-04-04 09:46:23,
2019-04-04 09:46:24,
2019-04-04 09:46:25,
2019-04-04 09:46:26,
2019-04-04 09:46:27,
2019-04-04 09:46:28,
2019-04-04 09:46:29,
2019-04-04 09:46:30,
2019-04-04 09:46:31,
2019-04-04 09:46:32,
2019-04-04 09:46:33,
2019-04-04 09:46:34,
2019-04-04 09:46:35,
2019-04-04 09:46:36,
2019-04-04 09:46:37,
